Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
103       Car            M8            Jessore      Bogra   67      February   Week1   2010
134       RAM            M6            Bogra      Bogra   115      February   Week1   2010
52       Fan            M2            Bogra      Bogra   22      February   Week1   2010
118       RAM            M9            Jessore      Bogra   69      February   Week2   2010
51       Car            M2            Rangpur      Bogra   61      February   Week2   2010
81       Watch            M6            Bogra      Bogra   68      February   Week2   2010
82       CPU            M9            Rajshahi      Bogra   55      February   Week2   2010
185       Car            M5            Khulna      Bogra   46      February   Week2   2010
104       Computer            M7            Bogra      Bogra   24      February   Week2   2010
26       Fan            M0            Mymensingh      Bogra   72      February   Week2   2010
125       CPU            M4            Barisal      Bogra   73      February   Week2   2010
99       Fan            M7            Jessore      Bogra   111      February   Week2   2010
99       Fan            M7            Rajshahi      Bogra   55      February   Week2   2010
139       CPU            M5            Jessore      Bogra   91      February   Week3   2010
125       CPU            M4            Khulna      Bogra   64      February   Week3   2010
106       Fan            M4            Sylhet      Bogra   30      February   Week3   2010
89       TV            M7            Chittagong      Bogra   64      February   Week3   2010
62       CPU            M1            Khulna      Bogra   97      February   Week3   2010
37       Motor            M9            Chittagong      Bogra   52      February   Week3   2010
89       TV            M7            Rangpur      Bogra   109      February   Week3   2010
134       RAM            M6            Mymensingh      Bogra   89      February   Week3   2010
88       Fan            M1            Bogra      Bogra   26      February   Week3   2010
103       Car            M8            Bogra      Bogra   96      February   Week3   2010
87       Mobile            M3            Bogra      Bogra   118      February   Week4   2010
181       Car            M4            Bogra      Bogra   79      February   Week4   2010
103       Car            M8            Mymensingh      Bogra   21      February   Week4   2010
154       Motor            M1            Barisal      Bogra   62      February   Week4   2010
82       CPU            M9            Khulna      Bogra   69      February   Week4   2010
189       Fan            M8            Mymensingh      Bogra   114      February   Week4   2010
99       Fan            M7            Rangpur      Bogra   59      February   Week4   2010
57       Freeze            M4            Jessore      Bogra   48      February   Week4   2010
